File name	md5	FTP url	Assay	Description	Instrument	Cell line	Cell type	Biosample	Archive	Accession type	Accession	Archive url	Cell line growing conditions for this assay	Cell line passage number for this assay	Disease status	Sex	Assay description
HPSI0115i-iuad_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	1106889b39cc3a052c91660d61978af1	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487641/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-iuad_3	iPSC	SAMEA103887419	ENA	ANALYSIS_ID	ERZ487641	http://www.ebi.ac.uk/ena/data/view/ERZ487641	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-jotn_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	d93ba10b3ab7fa34bc6c410c65a65caa	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487569/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-jotn_2	iPSC	SAMEA17511418	ENA	ANALYSIS_ID	ERZ487569	http://www.ebi.ac.uk/ena/data/view/ERZ487569	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-jotn_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	03e28943d18efdad15439f7722a529fb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487564/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-jotn_4	iPSC	SAMEA104237550	ENA	ANALYSIS_ID	ERZ487564	http://www.ebi.ac.uk/ena/data/view/ERZ487564	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-kozf_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	b3bbecab56dd94a24362a97d4c9e6377	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487610/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-kozf_1	iPSC	SAMEA104011286	ENA	ANALYSIS_ID	ERZ487610	http://www.ebi.ac.uk/ena/data/view/ERZ487610	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-kozf_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	62baf3b024f1386c6e4ca1f739344f8f	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487604/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-kozf_2	iPSC	SAMEA104011285	ENA	ANALYSIS_ID	ERZ487604	http://www.ebi.ac.uk/ena/data/view/ERZ487604	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-melw_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	9599334ef0e510ffcdea22bf62295539	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376050/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-melw_1	iPSC	SAMEA3754205	ENA	ANALYSIS_ID	ERZ376050	http://www.ebi.ac.uk/ena/data/view/ERZ376050	Feeder-free	20	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-melw_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	e78a90381f8a5e62a7608a175083d311	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376078/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-melw_2	iPSC	SAMEA3754201	ENA	ANALYSIS_ID	ERZ376078	http://www.ebi.ac.uk/ena/data/view/ERZ376078	Feeder-free	20	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-paim_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	4d3e66dcde183e83a316c8f57940b4af	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487572/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-paim_1	iPSC	SAMEA4448538	ENA	ANALYSIS_ID	ERZ487572	http://www.ebi.ac.uk/ena/data/view/ERZ487572	Feeder-dependent	9	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-paim_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	8b5b64062ee82ee66b6c585d4abab2b5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487585/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-paim_3	iPSC	SAMEA4448539	ENA	ANALYSIS_ID	ERZ487585	http://www.ebi.ac.uk/ena/data/view/ERZ487585	Feeder-free	9	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-payf_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	4892345dd4b76b4fcf5cbb4fb5cdf993	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487574/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-payf_1	iPSC	SAMEA104011289	ENA	ANALYSIS_ID	ERZ487574	http://www.ebi.ac.uk/ena/data/view/ERZ487574	Feeder-free	15	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-payf_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	259d3276a841491a57eaa82446703bb9	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487631/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-payf_2	iPSC	SAMEA104011290	ENA	ANALYSIS_ID	ERZ487631	http://www.ebi.ac.uk/ena/data/view/ERZ487631	Feeder-free	15	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-pitg_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	326e61d91eeee5365aa59b1e61b6d22f	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487566/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-pitg_2	iPSC	SAMEA103992851	ENA	ANALYSIS_ID	ERZ487566	http://www.ebi.ac.uk/ena/data/view/ERZ487566	Feeder-free	8	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-qecv_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	6d9ea6196285aaad1192d48bba3416a2	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487605/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-qecv_1	iPSC	SAMEA103992843	ENA	ANALYSIS_ID	ERZ487605	http://www.ebi.ac.uk/ena/data/view/ERZ487605	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-qecv_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	4bcb701fe9c77d3a8b589df0b86ed558	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487594/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-qecv_2	iPSC	SAMEA103992842	ENA	ANALYSIS_ID	ERZ487594	http://www.ebi.ac.uk/ena/data/view/ERZ487594	Feeder-free	14	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-qoog_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	5b8c17bdf9d189ceb4610f1c4861f252	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376124/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-qoog_4	iPSC	SAMEA4090533	ENA	ANALYSIS_ID	ERZ376124	http://www.ebi.ac.uk/ena/data/view/ERZ376124	Feeder-free	8	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-qoog_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	432cfe1c2a0ef6371df2d93b2d68d570	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376142/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-qoog_6	iPSC	SAMEA4090531	ENA	ANALYSIS_ID	ERZ376142	http://www.ebi.ac.uk/ena/data/view/ERZ376142	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-quze_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	eb8d583c5a9617dca0376c19f453b9d7	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487613/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-quze_4	iPSC	SAMEA104132470	ENA	ANALYSIS_ID	ERZ487613	http://www.ebi.ac.uk/ena/data/view/ERZ487613	Feeder-free	7	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-quze_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	0dffadf8fac9dc1b9e8591b3f45a4e4b	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487628/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-quze_6	iPSC	SAMEA104132471	ENA	ANALYSIS_ID	ERZ487628	http://www.ebi.ac.uk/ena/data/view/ERZ487628	Feeder-free	7	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-rakq_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	96b5b2124275c126bd84446301495295	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487590/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-rakq_1	iPSC	SAMEA103884675	ENA	ANALYSIS_ID	ERZ487590	http://www.ebi.ac.uk/ena/data/view/ERZ487590	Feeder-free	12	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-rakq_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20170703.tsv	7d8fbd9f9fe04b242d5c8b95138cf385	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487609/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-rakq_3	iPSC	SAMEA103884673	ENA	ANALYSIS_ID	ERZ487609	http://www.ebi.ac.uk/ena/data/view/ERZ487609	Feeder-free	12	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-rakz_6.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	34aa861cbb0d2cfc83b84eade22ad1d2	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487619/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-rakz_6	iPSC	SAMEA104009798	ENA	ANALYSIS_ID	ERZ487619	http://www.ebi.ac.uk/ena/data/view/ERZ487619	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-rehy_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	13d61dfbaf2b12300b83514a73f965d8	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487630/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-rehy_2	iPSC	SAMEA103885514	ENA	ANALYSIS_ID	ERZ487630	http://www.ebi.ac.uk/ena/data/view/ERZ487630	Feeder-free	12	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-rehy_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	165a98fd18a21f385dc9779b21b8338e	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487595/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-rehy_3	iPSC	SAMEA103885513	ENA	ANALYSIS_ID	ERZ487595	http://www.ebi.ac.uk/ena/data/view/ERZ487595	Feeder-free	11	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-sehp_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	530dc0c9864038d8c74a440894e21caf	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487562/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-sehp_2	iPSC	SAMEA4562183	ENA	ANALYSIS_ID	ERZ487562	http://www.ebi.ac.uk/ena/data/view/ERZ487562	Feeder-free	9	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-sehp_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	22a0bffc4fd0a402fd7bd694ff33a852	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487606/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-sehp_3	iPSC	SAMEA7417918	ENA	ANALYSIS_ID	ERZ487606	http://www.ebi.ac.uk/ena/data/view/ERZ487606	Feeder-free	15	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-tiku_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	63ac9b76d5a637aedd9259f9c90fa0f1	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487601/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-tiku_1	iPSC	SAMEA104237551	ENA	ANALYSIS_ID	ERZ487601	http://www.ebi.ac.uk/ena/data/view/ERZ487601	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-tiku_3.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	0a7aa7a52cb1dbcf199435cdf89a326f	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487559/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-tiku_3	iPSC	SAMEA104237552	ENA	ANALYSIS_ID	ERZ487559	http://www.ebi.ac.uk/ena/data/view/ERZ487559	Feeder-free	13	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-timk_4.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	0179fad3ed7c62192dd5229a88787116	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487567/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-timk_4	iPSC	SAMEA103988283	ENA	ANALYSIS_ID	ERZ487567	http://www.ebi.ac.uk/ena/data/view/ERZ487567	Feeder-free	10	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-uolo_5.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	7fbecd8acef9c07ba745db1ed4a2e6eb	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376097/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-uolo_5	iPSC	SAMEA3755284	ENA	ANALYSIS_ID	ERZ376097	http://www.ebi.ac.uk/ena/data/view/ERZ376097	Feeder-free	13	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-uupc_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	705e9df4fd49607a91b1f074b64cb2e2	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487575/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-uupc_2	iPSC	SAMEA103884677	ENA	ANALYSIS_ID	ERZ487575	http://www.ebi.ac.uk/ena/data/view/ERZ487575	Feeder-free	12	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-vazt_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	97b1c904492e3cadc4af4499d33f6f05	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376167/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-vazt_1	iPSC	SAMEA4089843	ENA	ANALYSIS_ID	ERZ376167	http://www.ebi.ac.uk/ena/data/view/ERZ376167	Feeder-free	9	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-vazt_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	115136d50358896a9b2cf7a9c55ffb8c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376088/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-vazt_2	iPSC	SAMEA4089842	ENA	ANALYSIS_ID	ERZ376088	http://www.ebi.ac.uk/ena/data/view/ERZ376088	Feeder-free	14	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-womt_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20180131.tsv	da117f1043efe2a284463e98455d5c0c	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ487/ERZ487636/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-womt_1	iPSC	SAMEA103992896	ENA	ANALYSIS_ID	ERZ487636	http://www.ebi.ac.uk/ena/data/view/ERZ487636	Feeder-free	8	Normal	male	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0115i-zihe_1.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20161026.tsv	fef891cf4919f260b06465773de178e5	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ376/ERZ376029/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0115i-zihe_1	iPSC	SAMEA3735470	ENA	ANALYSIS_ID	ERZ376029	http://www.ebi.ac.uk/ena/data/view/ERZ376029	Feeder-free	19	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
HPSI0214i-datg_2.GRCh37.75.cdna.kallisto.transcripts.abundance.rnaseq.20160125.tsv	1beba7b9ec7da2fc14aa0fcb6aaf0fe6	ftp://ftp.sra.ebi.ac.uk/vol1/ERZ267/ERZ267045/	RNA-seq	Abundances of transcripts	Illumina HiSeq 2000	HPSI0214i-datg_2	iPSC	SAMEA2632921	ENA	ANALYSIS_ID	ERZ267045	http://www.ebi.ac.uk/ena/data/view/ERZ267045	Feeder-free	16	Normal	female	INSTRUMENT_PLATFORM=ILLUMINA,INSTRUMENT_MODEL=Illumina HiSeq 2000,LIBRARY_LAYOUT=PAIRED,LIBRARY_STRATEGY=RNA-Seq,LIBRARY_SOURCE=TRANSCRIPTOMIC,LIBRARY_SELECTION=cDNA,PAIRED_NOMINAL_LENGTH=550
