target_id	length	eff_length	est_counts	tpm
ENST00000524700	231	80.7849	0	0
ENST00000530870	514	347.936	0	0
ENST00000425639	3006	3411.35	41	0.372851
ENST00000400404	891	724.866	0	0
ENST00000603872	580	413.866	0	0
ENST00000380589	730	563.866	0	0
ENST00000563070	789	790.099	74.2903	2.91695
ENST00000562358	704	659.257	0	0
ENST00000568627	4462	5283.52	150.774	0.885281
ENST00000567182	597	577.64	18.7153	1.00512
ENST00000569521	697	669.194	30.5211	1.4149
ENST00000564412	506	339.936	0	0
ENST00000565252	580	413.866	0	0
ENST00000567814	588	572.708	51.5174	2.79061
ENST00000568220	619	567.084	25.308	1.38448
ENST00000564339	506	402.297	3.39783	0.262019
ENST00000563089	510	424.203	5.15582	0.377052
ENST00000566867	701	665.794	21.7445	1.01318
ENST00000564740	1029	1089.92	6.9333	0.197343
ENST00000373642	1170	1003.87	0	0
ENST00000356521	1703	1259.78	970.418	23.8969
ENST00000475990	2391	1639.94	35.8588	0.678337
ENST00000382447	1241	953.456	937.883	30.5159
ENST00000487575	1877	1456.52	10.8973	0.232103
ENST00000314367	1402	1084.14	522.004	14.9371
ENST00000465014	1984	1663.94	17.9478	0.334618
ENST00000464198	721	554.866	0	0
ENST00000495302	2553	1953.59	12.4643	0.19793
ENST00000462513	487	320.936	0	0
ENST00000475411	3652	2884.51	393.529	4.23237
ENST00000498044	638	471.866	0	0
ENST00000489272	549	293.721	1.26384	0.133485
ENST00000377447	1793	1393.91	1.85804	0.0413523
ENST00000431099	728	510.48	0	0
ENST00000483817	674	393.004	6.38503	0.504016
ENST00000382393	1744	1205.44	76.5018	1.96881
ENST00000382389	815	559.984	82.2541	4.5568
ENST00000377400	1572	1169.92	0	0
ENST00000474714	531	459.925	18.926	1.27658
ENST00000487501	712	665.065	22.1929	1.03521
ENST00000360652	2016	2304.41	826.407	11.1253
ENST00000356872	1706	1876.45	49.9371	0.82559
ENST00000448755	1170	1227.58	18.5366	0.468445
ENST00000439542	1187	1165.02	0	0
ENST00000262160	11932	9681.17	309.375	0.99137
ENST00000402690	12075	9823.64	51.84	0.163708
ENST00000586040	1971	1570.83	1213.14	23.9586
ENST00000591214	1714	1378.93	67.5002	1.51859
ENST00000587353	584	366.409	7.23506	0.612567
ENST00000587269	1042	887.474	51.3642	1.79549
ENST00000586514	828	637.066	506.728	24.6756
ENST00000587421	575	394.723	10.1621	0.798673
ENST00000586487	551	305.919	7.11844	0.721867
ENST00000589877	527	377.775	4.06868	0.334117
ENST00000585978	663	471.618	5.77032	0.379566
ENST00000356825	10444	8536.56	1686.44	6.12867
ENST00000558498	2807	2234.18	4.72477	0.0656054
ENST00000559726	5783	4882.57	0	0
ENST00000559829	4894	4195.05	0	0
ENST00000560479	2679	2218.5	0	0
ENST00000557955	4124	3571.58	0	0
ENST00000558906	4179	3598.66	0	0
ENST00000558203	991	787.462	0	0
ENST00000560354	618	451.866	0	0
ENST00000560161	543	376.866	0	0
ENST00000561385	3453	2667.38	1	0.0116304
ENST00000559998	608	441.866	0	0
ENST00000561104	591	424.866	0	0
ENST00000558458	551	318.44	1	0.0974204
ENST00000558959	783	547.231	1.95284	0.110707
ENST00000560437	237	85.5158	0	0
ENST00000558024	676	509.866	0	0
ENST00000558829	759	677.607	0.270639	0.0123905
ENST00000284509	5677	4781.52	9.14971	0.0593635
ENST00000530364	285	125.961	39.1719	9.64752
ENST00000478973	663	502.668	32.0304	1.97678
ENST00000471564	535	394.229	82.3322	6.47888
ENST00000496533	657	446.677	36.9568	2.56672
ENST00000348403	3335	2813.79	2644.04	29.1511
ENST00000360998	2990	2511.5	2780.47	34.3449
ENST00000407982	2751	2322.54	293.755	3.92373
ENST00000492885	498	283.24	1.68311	0.184347
ENST00000479114	832	609.352	15.8292	0.805876
ENST00000447404	6290	5297.19	376.501	2.20495
ENST00000562134	684	679.054	2.28471	0.104377
ENST00000563735	2778	2979.68	2.58384	0.0269013
ENST00000567569	498	395.183	1.46937	0.115348
ENST00000561601	668	626.221	5.3882	0.266928
ENST00000565606	2297	2660.47	0	0
ENST00000569401	2174	2604.84	29.1246	0.346862
ENST00000562198	795	789.418	1.41275	0.0555182
ENST00000562427	583	533.82	2.40683	0.139872
ENST00000416779	485	318.936	0	0
ENST00000328850	2829	3202.6	221.626	2.14682
ENST00000470152	1096	1147.67	10.5307	0.284656
ENST00000414248	2327	2588.33	61.5686	0.737936
ENST00000481665	569	484.359	2.74461	0.175789
ENST00000559355	587	463.336	0	0
ENST00000394302	2133	2357.53	6.73839	0.0886702
ENST00000452243	587	483.761	0	0
ENST00000464684	2461	2755.86	4.67868	0.0526677
ENST00000443697	544	453.852	3.28995	0.224881
ENST00000394300	2302	2471.18	0	0
ENST00000444422	2266	2490.44	8.81229e-08	1.09772e-09
ENST00000497945	547	441.35	0	0
ENST00000494259	531	455.376	2.54111	0.173114
ENST00000448367	557	461.087	0	0
ENST00000496379	873	844.654	12.3774	0.454599
ENST00000462476	461	374.771	2.90459	0.240434
ENST00000450438	2085	2283.55	0	0
ENST00000337435	6567	5782.46	1028.55	5.51813
ENST00000437912	7613	6893.65	48.9417	0.220246
ENST00000559448	2799	2434.93	36.4161	0.463965
ENST00000561183	1675	1607.03	9.22178	0.17802
ENST00000557930	582	443.597	7.15935	0.500683
ENST00000560069	575	423.091	3.82813	0.280693
ENST00000560105	375	210.494	0	0
ENST00000538684	2797	2433.29	1.30092	0.0165857
ENST00000371263	1834	1667.87	0	0
ENST00000345868	1666	1499.87	0	0
ENST00000371260	1608	1441.87	0	0
ENST00000418127	810	643.866	0	0
ENST00000494972	1133	966.866	0	0
ENST00000178638	6413	6395.64	232.149	1.12606
ENST00000344366	2744	2625.36	182.602	2.15771
ENST00000422263	2556	2422.07	0	0
ENST00000560666	580	413.08	0	0
ENST00000558287	561	397.667	1.8358	0.143213
ENST00000560293	538	371.866	0	0
ENST00000359926	2252	2133.63	0	0
ENST00000434923	539	372.866	0	0
ENST00000371015	2728	2696.47	4.49877	0.0517579
ENST00000355648	2247	2122.15	0	0
ENST00000395636	2372	2261.57	0	0
ENST00000361300	2162	2015.9	0	0
ENST00000492611	1585	1418.87	0	0
ENST00000473657	2408	1750.4	8.48803	0.150434
ENST00000395639	2518	2441.95	0	0
ENST00000541461	1786	1790.23	3.01319	0.0522152
ENST00000382387	2786	2714.85	19.8918	0.227304
ENST00000399799	9484	8015.44	4973.22	19.2481
ENST00000578051	584	341.691	9.76086	0.886203
ENST00000584687	492	227.906	33.9864	4.62623
ENST00000584875	616	357.088	10.7759	0.936171
ENST00000583556	672	369.782	18.1251	1.52059
ENST00000582445	543	308.389	3.48445	0.350521
ENST00000444189	1204	1325.22	24.8458	0.581626
ENST00000446533	1842	2090.86	3881.75	57.5944
ENST00000487220	853	822.476	1002.4	37.809
ENST00000565984	1029	1032.11	0	0
ENST00000562080	2066	2523.48	0	0
ENST00000562786	923	881.448	0	0
ENST00000563682	2141	2557.5	76.4639	0.927509
ENST00000567251	2358	2860.33	2.1712	0.0235485
ENST00000569556	1829	2022.78	0	0
ENST00000567033	1613	1748.3	0	0
ENST00000568557	1460	1569.6	0	0
ENST00000564981	1609	1749.68	0	0
ENST00000569041	650	544.916	0	0
ENST00000561789	695	617.329	0	0
ENST00000564939	561	441.161	0	0
ENST00000466252	574	571.689	4.5689	0.24793
ENST00000462307	1043	1094.84	0	0
ENST00000472219	1858	2118.3	50.2108	0.735338
ENST00000491381	1607	1823.05	233.777	3.97816
ENST00000342644	1506	1522.7	0	0
ENST00000372542	1824	2117.84	17.2926	0.253306
ENST00000372541	771	792.203	15.3746	0.602067
ENST00000344780	3106	3349.22	272.696	2.52588
ENST00000478230	907	890.692	0	0
ENST00000372547	2794	3002.93	86.5813	0.894451
ENST00000486336	701	631.592	6.45792	0.317201
ENST00000465997	673	587.647	0	0
ENST00000565321	6600	8073.27	255.257	0.98086
ENST00000569563	4502	5417.58	2145.56	12.2861
ENST00000359999	3659	4539.26	18.8735	0.128987
ENST00000373631	5550	6846.03	284.681	1.29003
ENST00000460253	3947	4752.85	5.23383	0.0341621
ENST00000373629	4553	5490.58	118.439	0.669199
ENST00000395841	2639	2487.94	309.974	3.86513
ENST00000371242	2362	2182.62	1077.52	15.3152
ENST00000527947	1503	1342.72	703.542	16.2548
ENST00000492498	1156	931.679	587.688	19.5686
ENST00000411894	588	411.702	0	0
ENST00000429339	480	308.378	8.27927	0.832889
ENST00000395840	2602	2420.82	0	0
ENST00000452119	691	524.866	0	0
ENST00000462438	3251	3099.51	115.035	1.15137
ENST00000380445	2750	2957.8	920.475	9.65432
ENST00000380469	2318	2434.55	120.849	1.53994
ENST00000453689	966	894.382	0	0
ENST00000417508	819	740.909	0	0
ENST00000481812	943	882.943	0	0
ENST00000380443	1825	1893.34	167.445	2.74361
ENST00000487461	634	525.798	20.929	1.23483
ENST00000466415	708	584.545	9.30244	0.493693
ENST00000339078	1899	1835.51	4.20793	0.0711198
ENST00000450802	5264	4544.26	261.69	1.7865
ENST00000568103	7094	8547.98	112.107	0.406861
ENST00000567353	2701	3015.33	6.17793	0.0635604
ENST00000565007	398	257.141	2.19536	0.264857
ENST00000565527	539	477.111	0.853408	0.05549
ENST00000569705	526	359.866	0	0
ENST00000346798	3467	3227.56	18572.8	178.517
ENST00000354192	3167	2898.66	53.5741	0.573371
ENST00000348990	3355	3104.22	2492.79	24.9122
ENST00000357903	3543	3326.28	11561.1	107.824
ENST00000440126	2846	2703.79	0	0
ENST00000439274	2517	2427.78	434.16	5.54777
ENST00000464867	816	553.259	3.03718	0.170302
ENST00000456209	842	689.973	0	0
ENST00000448850	1846	1761.92	43.1577	0.759889
ENST00000415997	541	383.536	0	0
ENST00000491395	619	485.902	25.5675	1.63237
ENST00000474136	1309	1200.38	35.0644	0.906206
ENST00000463070	582	415.866	0	0
ENST00000548570	361	196.882	0	0
ENST00000462267	667	500.866	0	0
ENST00000466453	374	218.878	2.09797	0.297355
ENST00000358918	3578	3360.42	305.54	2.82067
ENST00000359726	3464	3228.52	218.496	2.09951
ENST00000448388	2518	2416.13	102.378	1.31451
ENST00000217455	1168	1164.9	484.992	12.9158
ENST00000461272	1197	1197.03	45.0196	1.16675
ENST00000488679	1013	982.369	83.406	2.63391
ENST00000487205	702	642.279	12.1156	0.585194
ENST00000484975	3059	3043.61	226.994	2.31368
ENST00000493118	2808	2762.01	0	0
ENST00000483141	1187	1042.17	13.179	0.392303
ENST00000484783	1268	1258.06	16.746	0.41294
ENST00000486165	764	683.83	9.45272	0.428832
ENST00000481938	552	440.667	0	0
ENST00000457981	708	535.502	9.20189	0.533082
ENST00000426915	814	654.111	0	0
ENST00000361937	6439	6380.93	2446.72	11.8954
ENST00000558357	5503	5381.74	134.327	0.774315
ENST00000558270	888	824.938	15.2788	0.574574
ENST00000560689	580	473.258	4.34443	0.284782
ENST00000560799	542	360.851	0	0
ENST00000561244	493	325.541	19.0248	1.81298
ENST00000557849	599	441.205	3.30292	0.232239
ENST00000559995	566	399.866	0	0
ENST00000561172	402	215.356	0	0
ENST00000401393	5989	5847.26	0	0
ENST00000267842	2394	2199.27	330.902	4.66767
ENST00000380902	2181	1951.36	0	0
ENST00000544960	2025	1615.1	4.73615e-06	9.09712e-08
ENST00000559938	353	179.332	0	0
ENST00000400113	1551	1384.87	0	0
ENST00000382988	465	299.06	0	0
ENST00000543500	1383	1071.56	2.01925	0.0584588
ENST00000356208	2382	2680.75	4186.94	48.4528
ENST00000440234	686	644.636	74.7715	3.59832
ENST00000342690	852	848.098	67.7656	2.4788
ENST00000344785	2193	2449.18	50.6892	0.642057
ENST00000371219	760	725.962	57.834	2.47143
ENST00000469197	741	616.558	2.70518	0.136113
ENST00000524396	2206	2148.27	12.6284	0.182363
ENST00000453981	7448	7209.71	22.3155	0.096021
ENST00000454469	2087	2008.42	0	0
ENST00000479404	595	428.866	0	0
ENST00000487230	537	360.948	1.1264	0.096811
ENST00000382341	1873	1785.62	10.6578	0.185163
ENST00000483757	4788	4835	3.85813	0.0247547
ENST00000478380	1395	1201.35	2.35154	0.060724
ENST00000469391	6386	6270.94	0	0
ENST00000495184	9277	8966.63	24.1982	0.0837205
ENST00000474772	384	219.127	0	0
ENST00000382331	1922	1736.29	0	0
ENST00000382329	6124	5810.75	14.1286	0.07543
ENST00000493666	535	368.866	0	0
ENST00000462618	428	262.418	0	0
ENST00000432829	7452	7212.62	8.45709	0.0363753
ENST00000473039	4800	5419.98	7.51364	0.0430061
ENST00000373624	5010	5696.41	1831.73	9.97561
ENST00000373620	3612	3613.87	38.8378	0.333395
ENST00000475421	537	386.648	0.757773	0.0607996
ENST00000491650	842	684.174	0	0
ENST00000497135	1207	1138	2.16282	0.0589598
ENST00000373618	3003	3099.66	15.4854	0.154984
ENST00000479305	791	624.866	0	0
ENST00000462245	739	533.361	6.58447	0.382981
ENST00000474676	603	423.018	54.1435	3.97069
ENST00000475615	360	195.961	0	0
ENST00000394219	3348	3577.19	0	0
ENST00000542603	2557	2900.06	19.4254	0.207798
ENST00000394215	2088	1995.87	337.583	5.2472
ENST00000584446	3020	2784.77	5.50041	0.0612751
ENST00000269218	5600	5499.44	0	0
ENST00000580732	8749	8149.6	1403.41	5.34228
ENST00000578368	2446	2199.71	0	0
ENST00000579454	598	411.168	30.0532	2.26751
ENST00000581327	682	488.161	3.79079	0.240905
ENST00000580683	444	278.202	0	0
ENST00000578955	2882	2982.71	14.1557	0.147231
ENST00000578383	605	438.866	0	0
ENST00000580384	568	359.86	0	0
ENST00000424526	6052	5943.85	0	0
ENST00000400483	5871	5776.33	0	0
ENST00000431264	2515	2312.96	67.091	0.899859
ENST00000299340	3101	2634.27	2166.14	25.5096
ENST00000400043	735	622.376	38.636	1.92583
ENST00000435845	1312	1263.08	150.227	3.68973
ENST00000357552	5567	4189.6	0	0
ENST00000412613	625	458.866	0	0
ENST00000446834	3341	2520.18	9.19242	0.113156
ENST00000474749	580	413.866	0	0
ENST00000461538	729	562.866	0	0
ENST00000471331	579	412.866	0	0
ENST00000476314	584	417.866	0	0
ENST00000425931	488	321.936	0	0
ENST00000371001	5477	4092.8	7.80758	0.0591799
ENST00000559816	2046	1991.25	11.7234	0.182644
ENST00000267845	2705	2711.7	0	0
ENST00000543581	2180	2232.41	4.47924	0.0622456
ENST00000558761	1333	1248.73	2.15221	0.0534678
ENST00000559190	1017	893.423	0	0
ENST00000558679	1466	1299.87	0	0
ENST00000559683	545	444.153	1.64514	0.114907
ENST00000382978	1677	1252	0	0
ENST00000462409	1220	1053.87	0	0
ENST00000390680	1558	1391.87	0	0
ENST00000400103	1652	1235.45	0	0
ENST00000400230	1793	1330.85	0.00122005	2.84398e-05
ENST00000255310	1562	1159.87	2.99893	0.0802112
ENST00000382977	1790	1623.87	0	0
ENST00000382975	1670	1503.87	0	0
ENST00000457266	1457	1080.77	0	0
ENST00000561442	542	406.571	10.0782	0.768994
ENST00000560070	545	396.472	0	0
ENST00000380324	2333	1959.92	427.703	6.7699
ENST00000557884	958	746.626	10.9715	0.455871
ENST00000558157	2439	2045.11	64.4073	0.977006
ENST00000561326	543	376.866	0	0
ENST00000559873	584	395.36	0	0
ENST00000559192	5499	4891.85	307.037	1.94713
ENST00000559771	561	394.866	0	0
ENST00000559276	554	387.866	0	0
ENST00000558285	1742	1406.54	0	0
ENST00000559257	2217	1823.88	0	0
ENST00000538686	2077	1671.24	42.5694	0.7902
ENST00000559711	1693	1364.15	0	0
ENST00000558925	501	268.263	4	0.46257
ENST00000558218	717	479.194	5.08402	0.329135
ENST00000561381	979	679.671	16.5628	0.755985
ENST00000559718	757	521.792	4.27004	0.253871
ENST00000560202	1681	1387.45	0	0
ENST00000540797	1972	1666.35	0	0
ENST00000536001	961	731.003	0	0
ENST00000268049	2439	2045.11	64.4073	0.977006
ENST00000539772	1502	1195.42	0	0
ENST00000535628	4818	5074.97	0	0
ENST00000588982	4949	5160.38	0	0
ENST00000586438	4899	5116.54	0	0
ENST00000590800	4947	5332.44	28.2257	0.164209
ENST00000590437	546	400.427	1.55443	0.120428
ENST00000585404	600	433.866	0	0
ENST00000589619	570	403.866	0	0
ENST00000586743	566	399.866	0	0
ENST00000589077	462	296.06	0	0
ENST00000592656	680	513.866	0	0
ENST00000589194	725	558.866	0	0
ENST00000591279	518	351.902	0	0
ENST00000590855	572	405.866	0	0
ENST00000587107	704	537.866	0	0
ENST00000588970	596	429.866	0	0
ENST00000586525	347	183.321	0	0
ENST00000592387	397	231.99	0	0
ENST00000586047	321	158.714	0	0
ENST00000588053	585	418.866	0	0
ENST00000591405	430	264.392	0	0
ENST00000590178	574	407.866	0	0
ENST00000588149	565	398.866	0	0
ENST00000588566	467	301.03	0	0
ENST00000593159	566	399.866	0	0
ENST00000591526	548	381.866	0	0
ENST00000590374	630	463.866	0	0
ENST00000589170	891	724.866	0	0
ENST00000588028	565	422.366	0	0
ENST00000332053	3759	4198.93	0.355114	0.00262366
ENST00000284984	5191	5021.42	1168.27	7.21765
ENST00000464589	4718	4089.35	123.518	0.93703
ENST00000492656	1153	946.481	1.54531	0.0506503
ENST00000517777	598	438.66	7.75173	0.548213
ENST00000451462	601	442.919	5.24872	0.367627
ENST00000517452	405	246.616	0	0
ENST00000560961	471	321.523	3.07013	0.296226
ENST00000373615	2554	2649.69	51.8381	0.606921
ENST00000446480	1414	1389.22	4.82597	0.107769
ENST00000488674	1266	1107.09	15.2658	0.427773
ENST00000558241	3202	3035.87	0	0
ENST00000284987	9056	7836.95	95	0.376058
ENST00000604046	4349	4014.84	38.8282	0.300025
ENST00000562295	1878	1711.87	0	0
ENST00000361479	4235	3766.04	1442.77	11.8847
ENST00000467481	367	202.722	17.183	2.62952
ENST00000449056	717	523.111	30.384	1.8019
ENST00000496525	583	389.89	59.5836	4.74092
ENST00000414242	2705	2350.37	441.189	5.82325
ENST00000430737	6861	8288.22	979.546	3.66642
ENST00000484613	918	899.204	0	0
ENST00000422962	6893	8332.29	723.256	2.69281
ENST00000481993	451	324.716	1.00596	0.0961071
ENST00000484832	593	483.095	0.513522	0.0329765
ENST00000498465	916	783.504	17.2515	0.683066
ENST00000495151	697	588.572	3.00119	0.158187
ENST00000474943	756	693.468	7.82448	0.350032
ENST00000461046	347	201.277	0.505277	0.0778777
ENST00000492384	732	599.209	0	0
ENST00000498001	1071	981.026	18.5072	0.585247
ENST00000496449	1118	1137.64	0.000403906	1.10142e-05
ENST00000494331	1015	1008.02	6.4481e-05	1.98446e-06
ENST00000468585	719	658.227	0	0
ENST00000547669	6873	8322.06	0	0
ENST00000549768	6840	8272.86	51.4419	0.192903
ENST00000314992	2942	2504.62	0	0
ENST00000558881	2293	1915.81	13.5644	0.219646
ENST00000458580	2177	1871.39	5.7107	0.0946679
ENST00000559743	601	434.866	0	0
ENST00000558396	483	310.672	2	0.199713
ENST00000303775	4865	4411.79	251.391	1.76771
ENST00000351429	4781	4327.68	281.409	2.01725
ENST00000460212	1293	1130.64	97.2006	2.667
ENST00000558290	1049	1026.86	6.1215	0.184937
ENST00000558853	624	555.812	9.11061	0.508507
ENST00000559999	529	362.866	0	0
ENST00000560534	361	235.259	0	0
ENST00000560451	5124	5603.3	209.201	1.15824
ENST00000558161	4918	5362.09	202.099	1.16925
ENST00000559717	5478	5980.12	306.844	1.59179
ENST00000559965	537	402.061	1.91572	0.147815
ENST00000560192	2469	2608.97	26.2608	0.312261
ENST00000559132	583	416.866	0	0
ENST00000558640	532	365.866	0	0
ENST00000561046	430	290.322	7.18855	0.768137
ENST00000557865	2671	2798.21	0	0
ENST00000560616	988	821.866	0	0
ENST00000558171	790	623.866	0	0
ENST00000561240	460	294.06	0	0
ENST00000560505	643	596.573	5.17045	0.26887
ENST00000559374	851	864.94	12.6669	0.45432
ENST00000561047	1057	1061.79	26.4775	0.773597
ENST00000561448	1443	1418.87	0	0
ENST00000560147	492	325.936	0	0
ENST00000557990	956	899.447	33.7267	1.16326
ENST00000558538	576	458.456	7.92039	0.535954
ENST00000559341	623	508.754	5.9808	0.364694
ENST00000560926	569	416.124	0	0
ENST00000560880	718	622.845	4.41376	0.21984
ENST00000558374	731	620.277	14.8412	0.742271
ENST00000559558	562	437.963	4.05859	0.287485
ENST00000559704	449	283.146	0	0
ENST00000360468	6268	6621.83	210.087	0.984236
ENST00000431652	2461	2572.46	0	0
ENST00000430376	1443	1418.87	0	0
ENST00000382303	5581	5608.06	511.754	2.83091
ENST00000467541	514	339.037	13.8677	1.26893
ENST00000475690	342	178.579	1.70118	0.295528
ENST00000489369	7193	7037.87	201.021	0.88609
ENST00000354485	6912	6511.34	46.2155	0.220189
ENST00000382297	5051	5067.24	1032.18	6.31921
ENST00000382293	5249	5314.99	89.1153	0.52015
ENST00000382289	1926	1783.94	60.2444	1.04764
ENST00000382286	2268	2177.33	79.6296	1.13456
ENST00000497722	444	226.348	19.5086	2.6738
ENST00000471658	1647	1411.78	517.639	11.3746
ENST00000492741	1709	1470.41	676.437	14.2714
ENST00000338910	2407	2047.1	2722.14	41.2524
ENST00000427943	866	743.456	3.23586	0.135024
ENST00000566571	2938	2771.87	0	0
ENST00000567107	3030	2863.87	0	0
ENST00000312015	2006	1839.87	0	0
ENST00000345070	1972	1805.87	0	0
ENST00000600091	537	370.866	0	0
ENST00000601204	694	406.376	1	0.0763397
ENST00000373603	3447	3363.14	0	0
ENST00000373600	3619	3645.26	43.2562	0.368127
ENST00000320246	3447	3431.56	875.587	7.91563
ENST00000444973	790	680.532	0	0
ENST00000454453	732	619.708	0	0
ENST00000373596	758	625.194	0	0
ENST00000425237	806	690.481	11.9269	0.535865
ENST00000423785	726	622.213	0	0
ENST00000422297	799	691.602	0.0135387	0.000607292
ENST00000447379	716	605.846	0	0
ENST00000540326	2578	2534.17	0.000287468	3.51909e-06
ENST00000539416	2582	2549.48	0	0
ENST00000394199	2745	2751.82	18.2259	0.20547
ENST00000545174	2573	2534.07	188.96	2.31328
ENST00000546191	2580	2546.75	148.03	1.80319
ENST00000564322	1761	1594.87	0	0
ENST00000382276	2222	2098.34	7.99888	0.118258
ENST00000569227	1385	1313.3	0.00111618	2.63664e-05
ENST00000380877	3016	2470.78	347.963	4.36894
ENST00000220429	2726	2129.87	1626.64	23.6929
ENST00000543881	1450	1099.8	8.38873	0.236625
ENST00000561010	867	616.361	41.8336	2.10556
ENST00000429662	1392	1104.32	0	0
ENST00000396464	1401	1138.04	195.763	5.33641
ENST00000560825	1412	1155.85	192.229	5.15935
ENST00000559100	290	130.443	1.07477	0.255608
ENST00000558335	406	240.847	0	0
ENST00000558970	730	589.542	4.38331	0.230656
ENST00000359031	1633	1422.55	129.788	2.8304
ENST00000570112	470	306.918	2.37265	0.239823
ENST00000568252	1312	1105.65	2.47371	0.0694081
ENST00000564592	629	502.752	1.02764	0.063411
ENST00000568945	582	415.866	0	0
ENST00000314520	2711	2620.12	2.16156	0.0255932
ENST00000256413	5750	6744.77	533.224	2.45256
ENST00000382998	4407	5186.07	107.246	0.641534
ENST00000591412	491	324.936	0	0
ENST00000591387	859	839.538	1.66155	0.0613975
ENST00000587752	685	597.36	0	0
ENST00000588345	584	417.866	0	0
ENST00000589585	564	397.866	0	0
ENST00000587769	547	425.176	11.5942	0.845962
ENST00000587860	2940	3191.33	122.079	1.18672
ENST00000592658	952	898.012	24.7526	0.855101
ENST00000590422	412	262.525	0	0
ENST00000190165	2183	2161.95	12	0.172192
ENST00000417254	497	335.737	1	0.0924016
ENST00000382909	2861	2150.12	39.61	0.571506
ENST00000535942	3200	2457.77	120.474	1.52066
ENST00000502168	2604	1980.25	87.1093	1.36465
ENST00000382907	1092	760.345	54.4057	2.21979
ENST00000382905	1382	1016.81	0	0
ENST00000467542	1622	1194.97	20.0452	0.520395
ENST00000495534	1336	948.126	1.30204e-08	4.26024e-10
ENST00000337963	3268	2558.28	354.233	4.29554
ENST00000249053	716	549.866	0	0
ENST00000330377	901	734.866	0	0
ENST00000438703	654	487.866	0	0
ENST00000361371	7685	6134.78	2870.98	14.5181
ENST00000389194	7749	6195.76	3.56039	0.0178271
ENST00000486427	539	283.522	0	0
ENST00000475344	696	404.705	7.3647	0.564539
ENST00000389195	2714	2233.75	39.0909	0.5429
ENST00000483326	1753	1586.87	0	0
ENST00000532292	2485	2595.7	284	3.39424
ENST00000331837	1886	1782.82	1614	28.0849
ENST00000255152	2773	2795.9	250.688	2.78157
ENST00000454862	2765	2817.99	16.3116	0.179571
ENST00000498485	967	842.678	6.90581	0.254233
ENST00000259457	980	808.747	6075.91	233.065
ENST00000474081	546	379.866	0	0
ENST00000478817	388	204.956	3	0.454087
ENST00000441097	650	448.566	102.576	7.09411
ENST00000466951	462	313.416	20.3632	2.01559
ENST00000536392	988	842.065	204.246	7.52466
ENST00000329468	8053	7954.79	68.7225	0.268008
ENST00000382255	2367	2340.34	0	0
ENST00000412350	1244	1230.33	0	0
ENST00000358146	1965	1846.78	0	0
ENST00000259622	2459	2292.87	0	0
ENST00000382251	2292	2283.46	5	0.0679289
ENST00000302441	2163	2080.15	0	0
ENST00000372523	2769	2823.2	205.323	2.25618
ENST00000372520	2168	2146.85	435.905	6.29894
ENST00000423479	2465	2369.88	10.3565	0.13557
ENST00000608263	4040	3743.74	0	0
ENST00000609232	3668	3356.22	0	0
ENST00000429804	3864	3655.41	11.1005	0.0942072
ENST00000243914	3567	3212.95	263.317	2.54246
ENST00000371196	3491	3137.36	0	0
ENST00000608440	2749	2627.63	0	0
ENST00000426658	3996	3922.53	0	0
ENST00000422109	2964	2934.63	0	0
ENST00000502686	2023	1940.78	0	0
ENST00000433949	2234	2121.46	41.7723	0.610846
ENST00000432255	2955	2902.33	0	0
ENST00000539382	2262	2128.76	25.3435	0.369333
ENST00000608903	2135	1982.38	0	0
ENST00000422869	2966	2855.47	0	0
ENST00000608425	2915	2815.55	0	0
ENST00000608720	2241	2151.4	0	0
ENST00000607923	2964	2879.03	0	0
ENST00000608858	905	738.866	0	0
ENST00000608108	1628	1469.37	16.1814	0.341635
ENST00000608158	1984	1909.11	10.5108	0.170798
ENST00000481655	1512	1364.21	1.98489	0.0451371
ENST00000558351	766	597.502	15.2782	0.793253
ENST00000560411	1088	983.601	14.5356	0.458449
ENST00000334660	3284	3081.27	4537.48	45.6838
ENST00000560784	717	566.945	0	0
ENST00000561280	572	455.946	4.42003	0.300739
ENST00000392151	1000	860.819	0	0
ENST00000560397	568	423.803	0	0
ENST00000560633	594	404.336	0	0
ENST00000560965	467	291.238	6.19315	0.659692
ENST00000575564	4054	4832.95	52.8717	0.339382
ENST00000571614	2055	2247.52	563.115	7.77269
ENST00000576042	2136	2364.13	860.956	11.2976
ENST00000572136	2318	2609.98	58.9882	0.701142
ENST00000572556	1513	1581.46	20.4169	0.400506
ENST00000576757	745	699.861	15.5192	0.687916
ENST00000573471	550	383.866	0	0
ENST00000576466	357	220.347	1.83343	0.258128
ENST00000574608	571	512.311	3.79989	0.2301
ENST00000577110	301	140.317	0	0
ENST00000562991	2146	2350.59	0	0
ENST00000563947	735	568.866	0	0
ENST00000564235	1997	2291.22	895.001	12.1181
ENST00000568450	2807	3286.83	64.2525	0.606444
ENST00000372519	757	774.093	35	1.40266
ENST00000545238	490	379.933	15.9666	1.30372
ENST00000372518	1278	1428.91	49.409	1.07271
ENST00000575217	3049	2459.43	535.073	6.74927
ENST00000570651	1573	1299.5	81.8639	1.95431
ENST00000573864	2933	2473.97	162.563	2.03848
ENST00000334810	2892	3458.02	47	0.421646
ENST00000400890	1594	1256.78	8989	221.886
ENST00000220514	1236	999.058	1407.46	43.7042
ENST00000560640	485	320.694	19.5403	1.89024
ENST00000317749	1300	1147.84	5	0.135134
ENST00000493196	3094	2636.39	31.0657	0.365553
ENST00000486719	1789	1476.26	111.903	2.35158
